|scenario_set|         MST|            features|prediction|30min|60min|90min|120min|
|          32|1.67973264E9|[1.67973264E9,163...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32| 1.6797327E9|[1.6797327E9,165....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973276E9|[1.67973276E9,167...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973282E9|[1.67973282E9,169...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973288E9|[1.67973288E9,170...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973294E9|[1.67973294E9,172...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|  1.679733E9|[1.679733E9,175.3...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973306E9|[1.67973306E9,178...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973312E9|[1.67973312E9,181...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973318E9|[1.67973318E9,183...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973324E9|[1.67973324E9,186...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32| 1.6797333E9|[1.6797333E9,192....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973336E9|[1.67973336E9,200...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973342E9|[1.67973342E9,208...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973348E9|[1.67973348E9,214...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          32|1.67973354E9|[1.67973354E9,218...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797126E9|[1.6797126E9,634....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971266E9|[1.67971266E9,635...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971272E9|[1.67971272E9,638...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971278E9|[1.67971278E9,640...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971284E9|[1.67971284E9,643...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797129E9|[1.6797129E9,646....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971296E9|[1.67971296E9,649...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971302E9|[1.67971302E9,651...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971308E9|[1.67971308E9,655...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971314E9|[1.67971314E9,657...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797132E9|[1.6797132E9,661....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971326E9|[1.67971326E9,665...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971332E9|[1.67971332E9,669...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971338E9|[1.67971338E9,672...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971344E9|[1.67971344E9,675...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797135E9|[1.6797135E9,678....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971356E9|[1.67971356E9,680...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971362E9|[1.67971362E9,682...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971368E9|[1.67971368E9,685...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971374E9|[1.67971374E9,688...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797138E9|[1.6797138E9,690....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971386E9|[1.67971386E9,694...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971392E9|[1.67971392E9,696...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971398E9|[1.67971398E9,699...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971404E9|[1.67971404E9,701...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797141E9|[1.6797141E9,704....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971416E9|[1.67971416E9,706...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971422E9|[1.67971422E9,710...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971428E9|[1.67971428E9,713...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971434E9|[1.67971434E9,715...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797144E9|[1.6797144E9,718....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971446E9|[1.67971446E9,720...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971452E9|[1.67971452E9,724...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971458E9|[1.67971458E9,727...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971464E9|[1.67971464E9,729...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797147E9|[1.6797147E9,731....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971476E9|[1.67971476E9,733...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971482E9|[1.67971482E9,736...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971488E9|[1.67971488E9,738...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971494E9|[1.67971494E9,741...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|  1.679715E9|[1.679715E9,745.4...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971506E9|[1.67971506E9,749...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971512E9|[1.67971512E9,751...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971518E9|[1.67971518E9,753...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971524E9|[1.67971524E9,757...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797153E9|[1.6797153E9,759....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971536E9|[1.67971536E9,763...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971542E9|[1.67971542E9,767...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971548E9|[1.67971548E9,770...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971554E9|[1.67971554E9,772...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797156E9|[1.6797156E9,775....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971566E9|[1.67971566E9,778...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971572E9|[1.67971572E9,780...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971578E9|[1.67971578E9,784...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971584E9|[1.67971584E9,788...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33| 1.6797159E9|[1.6797159E9,791....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971596E9|[1.67971596E9,794...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          33|1.67971602E9|[1.67971602E9,797...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971608E9|[1.67971608E9,801...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971614E9|[1.67971614E9,804...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33| 1.6797162E9|[1.6797162E9,807....|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971626E9|[1.67971626E9,811...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971632E9|[1.67971632E9,814...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971638E9|[1.67971638E9,818...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971644E9|[1.67971644E9,824...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33| 1.6797165E9|[1.6797165E9,833....|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971656E9|[1.67971656E9,838...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971662E9|[1.67971662E9,839...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971668E9|[1.67971668E9,840...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971674E9|[1.67971674E9,841...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33| 1.6797168E9|[1.6797168E9,842....|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971686E9|[1.67971686E9,844...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971692E9|[1.67971692E9,846...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971698E9|[1.67971698E9,851...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971704E9|[1.67971704E9,862...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33| 1.6797171E9|[1.6797171E9,814....|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971716E9|[1.67971716E9,666...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67971722E9|[1.67971722E9,755...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67971728E9|[1.67971728E9,889...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          33|1.67971734E9|[1.67971734E9,721...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33| 1.6797174E9|[1.6797174E9,526....|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67971746E9|[1.67971746E9,383...|      98.0| 98.0| 98.0| 98.0|  98.0|
|          33|1.67971752E9|[1.67971752E9,600...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67971758E9|[1.67971758E9,924...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33|1.67971764E9|[1.67971764E9,921...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33| 1.6797177E9|[1.6797177E9,921....|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33|1.67971776E9|[1.67971776E9,921...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33|1.67971782E9|[1.67971782E9,930...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33|1.67971788E9|[1.67971788E9,941...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33|1.67971794E9|[1.67971794E9,955...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33|  1.679718E9|[1.679718E9,973.7...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          33|1.67971806E9|[1.67971806E9,992...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67971812E9|[1.67971812E9,101...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67971818E9|[1.67971818E9,103...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971824E9|[1.67971824E9,410...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797183E9|[1.6797183E9,518....|      98.0| 98.0| 98.0| 98.0|  98.0|
|          33|1.67971836E9|[1.67971836E9,291...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67971842E9|[1.67971842E9,368...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67971848E9|[1.67971848E9,729...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67971854E9|[1.67971854E9,798...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33| 1.6797186E9|[1.6797186E9,636....|      98.0| 98.0| 98.0| 98.0|  98.0|
|          33|1.67971866E9|[1.67971866E9,275...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67971872E9|[1.67971872E9,244...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67971878E9|[1.67971878E9,272...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67971884E9|[1.67971884E9,265...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797189E9|[1.6797189E9,547....|      98.0| 98.0| 98.0| 98.0|  98.0|
|          33|1.67971896E9|[1.67971896E9,582...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67971902E9|[1.67971902E9,707...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67971908E9|[1.67971908E9,103...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67971914E9|[1.67971914E9,101...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797192E9|[1.6797192E9,1019...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971926E9|[1.67971926E9,102...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971932E9|[1.67971932E9,102...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971938E9|[1.67971938E9,101...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971944E9|[1.67971944E9,101...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797195E9|[1.6797195E9,1005...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971956E9|[1.67971956E9,100...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971962E9|[1.67971962E9,994...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971968E9|[1.67971968E9,918...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67971974E9|[1.67971974E9,101...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33| 1.6797198E9|[1.6797198E9,973....|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971986E9|[1.67971986E9,945...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971992E9|[1.67971992E9,100...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67971998E9|[1.67971998E9,998...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972004E9|[1.67972004E9,981...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797201E9|[1.6797201E9,976....|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972016E9|[1.67972016E9,102...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972022E9|[1.67972022E9,981...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972028E9|[1.67972028E9,982...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972034E9|[1.67972034E9,977...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797204E9|[1.6797204E9,929....|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972046E9|[1.67972046E9,856...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972052E9|[1.67972052E9,909...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972058E9|[1.67972058E9,958...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972064E9|[1.67972064E9,959...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797207E9|[1.6797207E9,986....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67972076E9|[1.67972076E9,994...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972082E9|[1.67972082E9,100...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972088E9|[1.67972088E9,992...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972094E9|[1.67972094E9,100...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|  1.679721E9|[1.679721E9,1020....|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972106E9|[1.67972106E9,102...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972112E9|[1.67972112E9,102...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972118E9|[1.67972118E9,102...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972124E9|[1.67972124E9,102...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797213E9|[1.6797213E9,1025...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972136E9|[1.67972136E9,997...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972142E9|[1.67972142E9,994...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972148E9|[1.67972148E9,100...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972154E9|[1.67972154E9,101...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797216E9|[1.6797216E9,1024...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972166E9|[1.67972166E9,102...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          33|1.67972172E9|[1.67972172E9,101...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972178E9|[1.67972178E9,104...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972184E9|[1.67972184E9,103...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797219E9|[1.6797219E9,999....|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972196E9|[1.67972196E9,994...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972202E9|[1.67972202E9,101...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972208E9|[1.67972208E9,106...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972214E9|[1.67972214E9,107...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797222E9|[1.6797222E9,1026...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972226E9|[1.67972226E9,852...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972232E9|[1.67972232E9,105...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972238E9|[1.67972238E9,106...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972244E9|[1.67972244E9,105...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33| 1.6797225E9|[1.6797225E9,1069...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972256E9|[1.67972256E9,107...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972262E9|[1.67972262E9,107...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972268E9|[1.67972268E9,110...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          33|1.67972274E9|[1.67972274E9,107...|      85.0| 85.0| 85.0| 85.0|  85.0|
|          33| 1.6797228E9|[1.6797228E9,1087...|      85.0| 85.0| 85.0| 85.0|  85.0|
|          33|1.67972286E9|[1.67972286E9,111...|      85.0| 85.0| 85.0| 85.0|  85.0|
|          33|1.67972292E9|[1.67972292E9,112...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972298E9|[1.67972298E9,112...|      85.0| 85.0| 85.0| 85.0|  85.0|
|          33|1.67972304E9|[1.67972304E9,114...|      85.0| 85.0| 85.0| 85.0|  85.0|
|          33| 1.6797231E9|[1.6797231E9,1119...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972316E9|[1.67972316E9,116...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972322E9|[1.67972322E9,116...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972328E9|[1.67972328E9,116...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972334E9|[1.67972334E9,968...|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33| 1.6797234E9|[1.6797234E9,990....|      90.0| 90.0| 90.0| 90.0|  90.0|
|          33|1.67972346E9|[1.67972346E9,582...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972352E9|[1.67972352E9,488...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972358E9|[1.67972358E9,689...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972364E9|[1.67972364E9,541...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797237E9|[1.6797237E9,482....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972376E9|[1.67972376E9,748...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972382E9|[1.67972382E9,109...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972388E9|[1.67972388E9,969...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972394E9|[1.67972394E9,101...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|  1.679724E9|[1.679724E9,1024....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972406E9|[1.67972406E9,847...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972412E9|[1.67972412E9,724...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972418E9|[1.67972418E9,741...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972424E9|[1.67972424E9,101...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797243E9|[1.6797243E9,1012...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972436E9|[1.67972436E9,942...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972442E9|[1.67972442E9,924...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972448E9|[1.67972448E9,770...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972454E9|[1.67972454E9,575...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797246E9|[1.6797246E9,1051...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972466E9|[1.67972466E9,710...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972472E9|[1.67972472E9,528...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972478E9|[1.67972478E9,530...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972484E9|[1.67972484E9,674...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797249E9|[1.6797249E9,940....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972496E9|[1.67972496E9,831...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972502E9|[1.67972502E9,652...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972508E9|[1.67972508E9,525...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972514E9|[1.67972514E9,529...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797252E9|[1.6797252E9,513....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972526E9|[1.67972526E9,536...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972532E9|[1.67972532E9,598...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972538E9|[1.67972538E9,767...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972544E9|[1.67972544E9,772...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797255E9|[1.6797255E9,712....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972556E9|[1.67972556E9,768...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972562E9|[1.67972562E9,670...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972568E9|[1.67972568E9,985...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972574E9|[1.67972574E9,722...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797258E9|[1.6797258E9,543....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972586E9|[1.67972586E9,555...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972592E9|[1.67972592E9,631...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972598E9|[1.67972598E9,546...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972604E9|[1.67972604E9,534...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797261E9|[1.6797261E9,530....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972616E9|[1.67972616E9,537...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972622E9|[1.67972622E9,565...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972628E9|[1.67972628E9,547...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972634E9|[1.67972634E9,554...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797264E9|[1.6797264E9,582....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972646E9|[1.67972646E9,513...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972652E9|[1.67972652E9,513...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972658E9|[1.67972658E9,519...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972664E9|[1.67972664E9,565...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797267E9|[1.6797267E9,557....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972676E9|[1.67972676E9,539...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972682E9|[1.67972682E9,550...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972688E9|[1.67972688E9,723...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972694E9|[1.67972694E9,109...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|  1.679727E9|[1.679727E9,907.4...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972706E9|[1.67972706E9,117...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972712E9|[1.67972712E9,103...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972718E9|[1.67972718E9,728...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972724E9|[1.67972724E9,907...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797273E9|[1.6797273E9,1058...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972736E9|[1.67972736E9,830...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972742E9|[1.67972742E9,103...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972748E9|[1.67972748E9,103...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972754E9|[1.67972754E9,104...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797276E9|[1.6797276E9,1064...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972766E9|[1.67972766E9,107...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972772E9|[1.67972772E9,111...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972778E9|[1.67972778E9,110...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972784E9|[1.67972784E9,100...|     100.0|100.0|100.0|100.0| 100.0|
|          33| 1.6797279E9|[1.6797279E9,915....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972796E9|[1.67972796E9,660...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972802E9|[1.67972802E9,452...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972808E9|[1.67972808E9,441...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972814E9|[1.67972814E9,417...|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33| 1.6797282E9|[1.6797282E9,354....|      99.0| 99.0| 99.0| 99.0|  99.0|
|          33|1.67972826E9|[1.67972826E9,305...|      99.0| 99.0| 99.0| 99.0|  99.0|
